sample_barcode	sample_id
TARGET-30-PAPTCR-01A-01R	SRR1559086
TARGET-30-PAPUWY-01A-01R	SRR1559087
TARGET-30-PAPVFD-01A-01R	SRR1559088
TARGET-30-PAPVXS-01A-01R	SRR1559089
TARGET-30-PAPZYZ-01A-01R	SRR1559090
TARGET-30-PARACS-01A-01R	SRR1559091
TARGET-30-PARAMT-01A-01R	SRR1559092
TARGET-30-PARBGP-01A-01R	SRR1559093
TARGET-30-PARDIW-01A-01R	SRR1559094
TARGET-30-PARFWB-01A-01R	SRR1559095
TARGET-30-PARDCK-01A-01R	SRR1559096
TARGET-30-PARGKK-01A-01R	SRR1559097
TARGET-30-PARKGJ-01A-01R	SRR1559098
TARGET-30-PARSBI-01A-01R	SRR1559099
TARGET-30-PAIFXV-01A-01R	SRR1559100
TARGET-30-PARVLK-01A-01R	SRR1559101
TARGET-30-PARYNK-01A-01R	SRR1559102
TARGET-30-PARZIP-01A-01R	SRR1559103
TARGET-30-PASEGA-01A-01R	SRR1559104
TARGET-30-PASFGG-01A-01R	SRR1559105
TARGET-30-PASGUT-01A-01R	SRR1559106
TARGET-30-PASMJG-01A-01R	SRR1559107
TARGET-30-PASMNT-01A-01R	SRR1559108
TARGET-30-PASNZU-01A-01R	SRR1559109
TARGET-30-PASPER-01A-01R	SRR1559110
TARGET-30-PASRFS-01A-01R	SRR1559111
TARGET-30-PASSRS-01A-01R	SRR1559112
TARGET-30-PASTCN-01A-01R	SRR1559113
TARGET-30-PASTKC-01A-01R	SRR1559114
TARGET-30-PASUCB-01A-01R	SRR1559115
TARGET-30-PASUYG-01A-01R	SRR1559116
TARGET-30-PASVRU-01A-01R	SRR1559117
TARGET-30-PASWFB-01A-01R	SRR1559118
TARGET-30-PASWVY-01A-01R	SRR1559119
TARGET-30-PASXGP-01A-01R	SRR1559120
TARGET-30-PASXHE-01A-01R	SRR1559121
TARGET-30-PASXRJ-01A-01R	SRR1559122
TARGET-30-PASZPI-01A-01R	SRR1559123
TARGET-30-PATBMM-01A-01R	SRR1559124
TARGET-30-PATDWN-01A-01R	SRR1559125
TARGET-30-PATDXG-01A-01R	SRR1559126
TARGET-30-PATEKG-01A-01R	SRR1559127
TARGET-30-PATEPF-01A-01R	SRR1559128
TARGET-30-PATESI-01A-01R	SRR1559129
TARGET-30-PATFCY-01A-01R	SRR1559130
TARGET-30-PATFXV-01A-01R	SRR1559131
TARGET-30-PATGLU-01A-01R	SRR1559132
TARGET-30-PATHVK-01A-01R	SRR1559133
TARGET-30-PATINJ-01A-01R	SRR1559134
TARGET-30-PANXJL-01A-01R	SRR1559135
TARGET-30-PAPLSD-01A-01R	SRR1559136
TARGET-30-PAPTFZ-01A-01R	SRR1559137
TARGET-30-PAPTLV-01A-01R	SRR1559138
TARGET-30-PAPVRN-01A-01R	SRR1559139
TARGET-30-PAKZRH-01A-01R	SRR1559140
TARGET-30-PANZRV-01A-01R	SRR1559141
TARGET-30-PAPICY-01A-01R	SRR1559142
TARGET-30-PAPTDH-01A-01R	SRR1559143
TARGET-30-PARFRE-01A-01R	SRR1559144
TARGET-30-PARJVP-01A-01R	SRR1559145
TARGET-30-PARNNC-01A-01R	SRR1559146
TARGET-30-PARZHA-01A-01R	SRR1559147
TARGET-30-PASCFC-01A-01R	SRR1559148
TARGET-30-PASCTR-01A-01R	SRR1559149
TARGET-30-PASFIC-01A-01R	SRR1559150
TARGET-30-PASJZC-01A-01R	SRR1559151
TARGET-30-PASMDM-01A-01R	SRR1559152
TARGET-30-PASNML-01A-01R	SRR1559153
TARGET-30-PASPBZ-01A-01R	SRR1559154
TARGET-30-PASSWW-01A-01R	SRR1559155
TARGET-30-PASUML-01A-01R	SRR1559156
TARGET-30-PASZKE-01A-01R	SRR1559157
TARGET-30-PATAYJ-01A-01R	SRR1559158
TARGET-30-PATGJU-01A-01R	SRR1559159
TARGET-30-PATHKB-01A-01R	SRR1559160
TARGET-30-PASGAP-01A-01R	SRR1559161
TARGET-30-PASGAP-02A-01R	SRR1559162
TARGET-30-PASHFA-01A-01R	SRR1559163
TARGET-30-PARBAJ-01A-01R	SRR1559164
TARGET-30-PARBAJ-02A-01R	SRR1559165
TARGET-30-PARHAM-01A-01R	SRR1559166
TARGET-30-PARHAM-02A-01R	SRR1559167
TARGET-30-PARZCJ-01A-01R	SRR1559168
TARGET-30-PASNPG-01A-01R	SRR1559170
TARGET-30-PASNPG-02A-01R	SRR1559171
TARGET-30-PASYPX-01A-01R	SRR1559172
TARGET-30-PATNKP-02A-01R	SRR1559173
TARGET-30-PAPVEB-04A-01R	SRR1559174
TARGET-30-PASWYR-01A-01R	SRR1559175
TARGET-30-PASXIE-01A-01R	SRR1559176
TARGET-30-PATYIL-01A-01R	SRR1559177
TARGET-30-PATYIL-02A-01R	SRR1559178
TARGET-30-PAUDDK-01A-01R	SRR1559179
TARGET-30-PAUDDK-02A-01R	SRR1559180
TARGET-30-PALNVP-01A-01R	SRR1559181
TARGET-30-PALXTB-01A-01R	SRR1559182
TARGET-30-PAMNLH-01A-01R	SRR1559183
TARGET-30-PANNMS-01A-01R	SRR1559184
TARGET-30-PAPEAV-01A-01R	SRR1559185
TARGET-30-PAISNS-01A-01R	SRR1559186
TARGET-30-PASNEF-01A-01R	SRR1559187
TARGET-30-PASSRN-01A-01R	SRR1559188
TARGET-30-PASWIJ-01A-01R	SRR1559189
TARGET-30-PASXRG-01A-01R	SRR1559190
TARGET-30-PATCFL-01A-01R	SRR1559191
TARGET-30-PATDXC-01A-01R	SRR1559192
